V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,Q68,Q22,Q74_1,Q63,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q21,Q24,Q26,Q27,Q28,Q75_1,Q75_2,Q75_6,Q75_7,Q75_12,Q75_13,Q75_15,Q75_17,Q75_22,Q75_24,Q75_30,Q75_34,Q75_35,Q75_36,Q75_37,Q89,Q70_1,Q70_2,Q70_3,Q70_4,Q95_1,Q95_2,Q95_3,Q95_4,Q95_5,Q95_6,Q95_7,Q95_8,Q95_9,Q95_10,Q95_11,Q95_12,Q95_13,Q95_14,Q95_15,Q96_1,Q96_2,Q96_3,Q96_4,Q96_5,Q96_6,Q96_7,Q96_8,Q96_9,Q96_10,Q96_11,Q96_13,Q60_1,Q60_2,Q60_3,Q60_4,Q60_5,Q60_6,Q60_7,Q60_8,Q60_9,Q60_10,Q60_11,Q60_12,Q215_1,Q215_2,Q215_3,Q215_4,Q215_5,Q215_6,Q23_1,Q23_2,Q23_3,Q23_4,Q60_1,Q60_2,Q60_3,Q60_4,Q60_5,Q60_6,Q65,Q67,Q69,Q75,Q71,Q72,Q73,Q74,Q75,LocationLatitude,LocationLongitude,LocationAccuracy,
R_3nDBouXwGc2h8SN,Default Response Set,Anonymous,,,142.58.41.202,0,2017-10-23 15:48:17,2017-10-23 16:22:38,1,114,29889,1,75,1,6,5,3,6,5,2,3,6,4,7,5,2,2,2,6,4,6,5,3,6,6,3,5,5,2,2,6,5,2,2,3,5,4,2,3,7,5,4,5,1,2,2,5,7,6,6,2,2,2,3,1,4,4,4,4,6,7,6,6,6,6,6,1,5,3,6,5,1,6,3,6,7,2,6,5,5,3,2,5,2,5,6,2,5,4,4,2,5,3,3,4,4,4,3,2,6,2,4,3,6,4,4,2,2,6,6,7,3,6,3,1,18,White,Business Administration,8,5,3,2,3,49.264007568359,-122.93690490723,-1,
R_PvpmR9nYFtlnl3b,Default Response Set,Anonymous,,,142.58.41.202,0,2017-10-23 16:23:29,2017-10-23 17:16:53,1,113,3088,1,10,1,6,5,1,1,5,3,2,1,1,4,2,1,1,4,6,1,4,5,1,3,4,5,2,5,1,1,6,2,5,2,6,5,5,5,2,6,5,5,5,2,6,2,5,6,2,7,5,1,6,2,1,4,4,5,5,7,7,7,7,7,6,7,2,6,5,5,5,2,4,7,7,6,6,6,5,1,1,3,1,2,1,7,1,1,4,2,2,5,4,5,5,5,5,5,2,7,6,4,1,5,3,3,2,2,5,5,5,5,3,1,1,18,Canadian/German White,Criminology/Psychology,2,5,3,5,1,49.264007568359,-122.93690490723,-1,
R_22ui7g21yPOoktP,Default Response Set,Anonymous,,,142.58.41.202,0,2017-10-23 17:40:55,2017-10-23 18:03:39,1,115,47510,1,60,1,5,6,2,2,5,3,3,4,2,6,1,4,2,3,6,3,3,4,2,1,5,1,2,2,3,2,5,3,5,2,4,6,6,3,2,5,4,5,2,1,4,1,1,2,5,3,6,6,5,5,1,3,4,5,5,4,6,6,7,6,6,7,5,4,7,6,6,1,6,5,7,5,5,6,6,5,5,2,1,5,2,7,5,5,5,5,4,4,5,4,4,4,4,3,6,6,2,5,3,2,4,3,3,2,5,4,2,1,1,1,2,20,Caucasian ,Behavioural Neuroscience,8,2,1,3,1,49.264007568359,-122.93690490723,-1,
R_21uh5W2AP3v3ymy,Default Response Set,Anonymous,,,142.58.41.208,0,2017-10-24 15:09:05,2017-10-24 15:26:24,1,116,35080,1,46,1,7,7,5,2,7,4,1,5,1,7,2,4,1,1,6,2,4,6,1,2,5,3,1,1,5,3,4,2,1,1,7,7,7,1,1,5,2,4,1,2,6,2,1,4,5,3,7,5,6,5,1,3,4,5,4,7,4,6,6,6,4,6,6,5,6,4,6,3,6,6,6,7,7,7,4,6,5,2,6,5,3,5,3,4,5,4,4,3,4,3,4,3,3,4,4,6,4,2,4,4,4,4,4,4,4,4,3,2,4,4,2,22,Latina,SIAT,10,2,2,2,3,49.264007568359,-122.93690490723,-1,
R_1gbHdBqHkwuYRxD,Default Response Set,Anonymous,,,142.58.41.202,0,2017-10-24 15:05:12,2017-10-24 15:38:12,1,116,51741,1,70,1,6,6,4,3,4,5,3,4,4,5,5,4,2,1,3,4,5,5,3,5,5,4,5,4,4,3,5,4,4,4,5,6,5,4,3,5,5,4,4,4,4,5,5,6,5,5,4,4,2,5,1,3,4,2,4,7,7,6,7,5,6,5,4,5,5,6,5,1,1,6,6,5,4,4,5,5,4,3,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,6,5,5,4,7,4,3,3,2,2,6,5,5,4,6,5,1,,,,,3,2,3,1,49.264007568359,-122.93690490723,-1,
R_1DAKr2vDnAML2Hy,Default Response Set,Anonymous,,,142.58.41.202,0,2017-10-24 16:15:20,2017-10-24 16:48:42,1,118,33550,1,50,1,5,5,6,1,4,2,4,1,2,4,1,3,5,4,4,5,4,1,2,3,4,1,2,4,1,7,4,1,4,1,7,5,7,6,1,2,4,3,1,5,1,2,4,3,5,3,4,3,4,3,1,3,4,3,5,5,7,4,4,5,3,4,4,3,3,3,3,2,4,4,5,6,4,3,4,4,3,4,4,5,3,4,3,2,2,3,3,3,2,5,3,5,5,5,2,2,2,7,1,1,4,3,3,3,5,7,6,7,5,5,2,21,Asia,General Studies,2,8,8,8,4,49.264007568359,-122.93690490723,-1,
R_3CW2Hkf4aKExQWi,Default Response Set,Anonymous,,,142.58.41.208,0,2017-10-24 16:14:50,2017-10-24 16:56:48,1,119,27921,1,60,1,6,6,2,1,5,2,5,3,1,7,2,5,2,2,5,1,5,3,2,2,6,2,2,3,2,3,3,2,6,1,5,5,6,2,1,3,5,3,3,2,2,5,6,6,6,5,5,5,3,5,1,2,4,4,5,6,5,6,3,6,5,5,3,5,5,3,5,1,2,2,5,5,5,7,7,5,3,1,2,1,2,6,3,2,5,2,4,4,5,4,4,4,2,2,5,5,3,7,2,2,4,3,3,2,3,2,1,2,2,3,1,20,Canadian/European,Criminology/psychology joint major,9,2,2,3,1,49.264007568359,-122.93690490723,-1,
R_3Q7OQzbWwNQIUb7,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-19 10:21:13,2017-10-19 10:49:24,0,94,24671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1itld2ThH4J8umY,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-26 10:19:53,2017-10-26 11:04:49,1,120,21520,1,67,1,5,5,3,2,5,5,2,3,1,4,3,2,3,3,5,3,4,4,2,2,5,3,2,2,3,2,5,3,4,3,6,6,5,2,2,5,6,3,5,2,5,5,4,3,5,5,4,5,3,4,1,4,4,3,3,7,7,5,5,6,6,5,6,5,4,4,5,3,4,5,6,5,5,6,5,5,3,3,3,2,3,5,3,4,4,4,5,4,5,3,4,5,4,4,5,5,5,6,4,4,4,3,4,3,6,5,5,3,5,5,2,18,white,undecided,7,2,2,4,1,49.264007568359,-122.93690490723,-1,
R_1IRfDNnYeivSQaM,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-26 11:05:42,2017-10-26 11:29:21,1,121,72295,1,50,1,4,3,2,3,3,3,2,3,1,5,1,4,3,4,3,4,4,2,2,2,4,5,2,4,1,3,4,2,3,4,4,4,4,4,4,6,5,4,2,4,4,4,3,6,3,5,6,5,4,6,1,4,3,4,4,7,7,7,5,7,7,6,5,6,4,5,4,4,5,4,5,6,7,5,4,5,4,3,4,6,3,7,4,2,3,5,5,5,3,5,5,5,5,5,4,5,4,1,1,6,3,3,3,2,7,6,5,2,5,4,2,18,chinese,psychology,6,4,6,3,2,49.264007568359,-122.93690490723,-1,
R_3oN2eWJHTruv2lL,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-26 11:30:56,2017-10-26 12:45:41,1,122,27564,1,80,1,3,4,2,2,4,2,3,3,1,5,1,4,3,4,5,1,4,5,2,3,4,2,1,2,2,3,4,2,4,1,5,5,5,3,1,3,5,3,1,2,4,1,1,2,4,2,6,6,5,2,1,3,3,3,3,7,7,5,5,5,6,4,5,7,4,4,2,4,4,4,4,5,5,2,4,3,3,1,3,2,1,3,3,4,5,4,2,4,4,1,1,1,1,4,4,6,6,2,2,5,4,4,4,4,5,6,4,1,2,5,2,21,Middle Eastern and European,Psychology/Cogs Sci,1,2,2,5,4,49.264007568359,-122.93690490723,-1,
R_2AZPWqfVJnDNn4H,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-19 12:57:05,2017-10-19 13:16:53,0,99,62673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_A7dsKYWnWKKvtUB,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-26 12:47:25,2017-10-26 13:24:39,1,123,99897,1,40,1,6,6,2,2,5,2,4,3,1,6,2,4,2,2,5,3,4,2,3,2,6,2,3,2,4,3,5,2,5,2,6,6,6,2,2,4,5,2,3,2,5,2,3,4,5,3,5,3,5,5,1,2,3,4,4,4,3,3,4,5,4,5,3,4,3,3,5,3,4,3,5,5,5,4,4,5,5,2,4,4,2,4,3,3,3,3,3,3,2,3,3,3,3,3,5,5,4,5,2,2,4,3,3,3,4,5,2,2,4,4,2,20,White,Arch,6,2,2,2,3,49.264007568359,-122.93690490723,-1,
R_271AAYcE6hh9Kob,Default Response Set,Anonymous,,,142.58.41.202,0,2017-10-30 10:19:06,2017-10-30 10:54:24,1,124,2428,1,80,1,6,6,6,2,4,2,6,5,2,5,2,2,2,5,5,4,5,5,4,3,5,2,3,6,2,6,6,4,5,3,6,5,5,4,3,6,6,5,5,5,2,7,7,2,6,6,4,2,1,5,1,4,4,4,5,5,6,6,6,6,5,4,3,6,5,6,6,3,6,6,5,5,5,6,5,4,5,3,6,4,3,5,4,2,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,3,3,2,2,6,6,6,6,6,6,1,23,Punjabi,Kin,15,8,8,8,4,49.264007568359,-122.93690490723,-1,
R_2ZTvFHRshpG6zsN,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-30 10:21:20,2017-10-30 11:18:32,1,125,32552,1,60,1,5,6,3,4,5,4,5,2,3,6,2,4,2,2,4,4,3,3,3,2,4,4,4,4,2,5,4,4,6,4,5,5,5,5,3,5,6,3,6,4,3,6,6,6,5,6,5,4,5,5,1,3,4,4,4,7,6,6,5,5,6,5,5,5,4,4,4,3,4,6,5,5,4,5,5,6,4,5,4,5,3,6,3,5,5,4,5,3,5,4,4,4,4,4,6,5,3,4,4,2,3,2,4,2,6,6,5,3,6,5,1,19,Canadian,Criminology,15,5,4,6,2,49.264007568359,-122.93690490723,-1,
R_1kFIl8N4rf1KF4a,Default Response Set,Anonymous,,,142.58.41.202,0,2017-10-30 10:56:24,2017-10-30 11:18:58,1,126,2715,1,55,1,3,4,5,5,6,4,4,2,4,5,3,2,3,2,6,4,5,5,4,5,4,5,3,6,5,6,5,6,4,6,5,4,4,5,4,5,5,2,4,2,4,4,5,4,3,4,5,5,3,3,1,3,4,2,4,6,6,5,4,4,5,4,5,5,4,5,5,2,3,5,5,6,5,4,4,5,4,2,5,5,2,6,3,4,3,4,4,3,4,2,2,2,2,3,4,6,3,6,3,4,3,3,3,2,5,5,6,5,6,5,2,18,asian,criminology,1,8,8,8,2,49.264007568359,-122.93690490723,-1,
R_3oWU6jNS0btMMkX,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-30 11:19:17,2017-10-30 11:44:37,1,127,28525,1,73,1,5,4,5,2,4,2,4,4,2,7,4,4,2,4,7,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,5,5,5,3,2,5,5,6,6,5,2,6,7,6,4,4,5,4,3,6,1,3,4,3,4,5,7,5,6,5,6,6,4,4,4,3,3,2,4,5,5,5,4,5,4,5,4,4,5,4,1,6,3,4,4,4,4,4,4,4,3,5,5,5,4,7,7,3,4,4,3,3,3,3,5,4,5,5,5,5,1,19,Indo-Canadian,Criminology,15,4,3,4,1,49.264007568359,-122.93690490723,-1,
R_2sUaX9ZYMIQMQRL,Default Response Set,Anonymous,,,142.58.41.202,0,2017-10-30 11:20:04,2017-10-30 11:49:42,1,128,27718,1,50,1,5,5,2,6,5,2,2,2,2,5,2,1,2,2,3,1,3,4,1,4,5,4,1,3,5,1,2,5,2,1,5,5,6,2,1,4,4,4,3,2,6,2,2,3,5,3,5,4,3,4,1,3,3,4,3,7,7,7,4,4,5,1,4,4,4,4,4,2,4,5,5,6,5,5,5,4,6,2,4,4,5,5,3,3,5,4,5,4,1,5,4,5,5,4,6,7,4,3,1,1,4,3,3,2,6,3,6,3,2,2,2,18,Russian,French,,4,8,8,4,49.264007568359,-122.93690490723,-1,
R_XTTvzs1OhaIZftT,Default Response Set,Anonymous,,,142.58.41.202,0,2017-10-30 11:50:40,2017-10-30 12:17:37,1,130,91673,1,71,1,5,6,6,6,3,5,5,5,3,6,3,5,5,2,3,3,6,2,2,2,5,2,6,6,5,6,5,7,7,6,5,6,6,3,3,4,3,5,5,6,6,6,6,5,6,3,5,5,6,6,1,4,4,4,2,6,7,6,5,7,6,6,5,6,6,6,3,1,7,6,5,7,7,6,6,6,5,6,6,7,7,6,3,5,5,5,5,5,3,5,5,5,5,5,7,7,7,1,7,7,4,3,4,3,7,7,6,6,7,7,1,22,Indonesian,economics,9,1,4,2,1,49.264007568359,-122.93690490723,-1,
R_3G9SVVxFkhpvTwe,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-30 11:45:33,2017-10-30 12:22:50,1,129,67621,1,80,1,2,2,3,2,4,3,3,4,2,4,5,2,2,3,5,5,2,5,4,3,4,2,4,4,3,3,4,5,3,3,4,4,4,4,4,4,2,4,3,4,4,3,3,4,4,3,4,5,4,4,1,2,3,4,4,5,6,5,5,6,5,5,3,4,4,5,5,4,5,4,4,5,4,4,4,4,4,2,4,6,5,6,3,5,4,3,4,5,4,4,4,4,5,4,3,4,4,3,3,6,4,3,2,3,5,5,6,4,4,4,4,22,minority (prefer not to say),Theatre ,1,3,3,5,1,49.264007568359,-122.93690490723,-1,
R_3D6ZGrB1f9Is1hc,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-30 12:24:05,2017-10-30 12:50:14,1,131,83946,1,81,1,6,3,6,3,6,2,3,5,3,4,3,3,3,2,5,3,3,3,3,5,3,5,3,5,3,3,5,3,5,2,5,5,6,3,3,6,6,6,6,6,2,6,6,6,6,6,3,5,2,5,1,3,4,4,3,6,6,5,3,5,6,2,6,5,5,5,3,3,5,5,6,6,6,6,6,2,3,2,4,6,3,6,4,2,4,2,5,4,4,4,4,4,4,4,5,5,6,6,5,6,3,4,3,3,6,5,3,2,6,3,2,20,Italian,Business,15,2,2,2,1,49.264007568359,-122.93690490723,-1,
R_1q1JYfneKGpWtOq,Default Response Set,Anonymous,,,142.58.41.202,0,2017-10-30 12:19:06,2017-10-30 13:11:41,1,133,58302,1,82,1,7,5,4,3,6,3,3,2,3,6,2,5,5,2,2,4,1,3,2,1,2,2,1,3,1,1,3,1,6,2,6,6,6,2,1,1,6,3,1,5,4,7,5,6,5,3,5,3,4,5,1,2,5,5,4,5,7,5,7,6,3,5,3,6,4,5,7,2,5,4,6,4,5,5,5,3,2,4,5,5,6,5,4,3,4,1,5,4,1,5,1,5,3,3,2,5,7,1,1,1,4,4,4,4,7,7,7,7,7,7,2,20,White,Health Sciences,4,3,2,4,1,49.264007568359,-122.93690490723,-1,
R_74IBaUd9W01cZzP,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-30 12:51:03,2017-10-30 13:15:57,1,132,9917,1,65,1,4,5,4,6,4,6,5,4,2,5,4,1,1,2,6,4,3,4,4,2,6,1,2,4,2,3,5,4,4,4,3,4,5,5,4,6,6,4,5,2,1,5,5,4,6,7,6,6,2,1,1,2,4,3,3,7,7,7,5,4,4,6,5,5,6,7,7,1,4,7,5,4,2,5,4,6,2,1,4,5,2,4,1,4,3,3,3,3,1,5,5,5,4,5,1,7,4,7,4,4,4,3,2,2,6,5,3,2,4,4,1,21,Korean,Cognitive science,7,8,8,8,4,49.264007568359,-122.93690490723,-1,
R_1lz5XQfXxOmJI0M,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-30 13:16:47,2017-10-30 13:47:30,1,134,16543,1,78,1,5,6,2,6,5,4,5,4,4,5,3,5,3,4,5,6,4,3,5,5,4,2,4,5,4,3,5,4,5,3,5,4,5,6,3,5,6,4,3,4,3,7,5,5,5,6,4,5,2,6,1,4,4,4,4,7,7,6,5,6,7,5,3,6,4,5,5,5,5,4,5,5,4,4,3,4,2,2,2,5,4,6,4,4,4,2,4,3,1,3,4,5,4,5,5,6,5,4,3,4,3,2,2,3,5,4,6,6,5,6,1,19,Japanese,Computer Sciences,6,3,4,5,1,49.264007568359,-122.93690490723,-1,
R_30vjt3YweaIqCLB,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-30 13:48:54,2017-10-30 14:11:12,1,136,41344,1,50,1,5,4,2,3,4,1,3,3,3,4,4,3,4,3,3,2,4,4,3,3,4,4,5,1,4,1,4,3,4,2,5,6,5,4,3,4,5,5,2,2,2,3,3,2,4,4,4,4,3,4,1,3,3,3,3,5,7,7,6,4,1,7,7,5,4,4,5,4,7,4,4,5,5,5,4,6,5,1,4,1,4,5,5,5,4,5,3,5,2,3,3,5,3,5,5,5,7,5,5,5,3,2,2,3,5,4,4,4,4,5,1,20,koreamn,Computing Science,8,6,5,5,2,49.264007568359,-122.93690490723,-1,
R_3oZPMlRAFX6PKPW,Default Response Set,Anonymous,,,142.58.41.202,0,2017-10-30 13:40:40,2017-10-30 14:24:04,1,135,85255,1,20,1,5,3,3,1,7,1,3,6,1,7,2,4,3,1,6,4,2,6,3,5,5,2,1,1,1,7,4,2,4,1,5,7,6,2,1,4,2,4,1,1,7,1,1,5,2,1,6,4,6,6,1,4,4,4,5,6,7,4,3,4,6,1,4,3,7,6,1,1,1,1,5,3,6,6,5,4,2,2,4,4,4,5,3,3,5,5,5,5,3,5,3,4,4,5,3,4,4,2,5,6,3,3,2,2,5,5,1,1,2,3,2,20,Pakistani,Health Sciences,3,2,5,4,1,49.264007568359,-122.93690490723,-1,
R_1q9YqOKlNPYFOzk,Default Response Set,Anonymous,,,142.58.41.202,0,2017-10-30 14:25:03,2017-10-30 14:45:35,1,138,10875,1,40,1,5,5,3,3,5,5,4,2,3,5,3,4,3,3,5,3,4,3,3,3,5,3,3,3,4,3,4,3,4,3,5,5,5,3,3,5,5,2,1,3,3,2,2,5,5,3,5,4,5,5,1,2,3,4,4,7,7,6,5,5,6,6,4,5,4,5,5,4,6,6,5,3,2,5,5,5,3,2,3,2,2,5,4,4,4,3,4,5,4,3,3,3,4,3,6,6,5,5,3,4,3,4,4,3,5,3,6,3,3,5,1,19,South Asian,Biology,8,2,2,4,1,49.264007568359,-122.93690490723,-1,
R_OPdys1JbRgh9vCp,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-30 14:14:52,2017-10-30 15:16:14,1,137,42181,1,65,1,5,4,3,2,3,3,3,2,3,5,2,3,2,2,3,5,5,2,3,1,5,3,2,6,1,3,6,2,5,2,3,5,5,3,2,4,6,2,2,1,2,6,5,5,5,5,4,5,2,5,1,4,4,5,4,7,7,7,7,6,5,6,4,5,4,5,6,5,7,5,6,5,3,3,3,2,3,3,5,4,5,6,5,2,4,4,4,5,4,5,4,5,5,4,5,5,5,6,2,2,3,4,2,3,6,5,2,3,5,2,2,19,South Korean,Undecided,12,3,2,2,1,49.264007568359,-122.93690490723,-1,
R_2Y9wzKDTr4B7ekl,Default Response Set,Anonymous,,,142.58.41.202,0,2017-10-30 14:48:06,2017-10-30 15:17:37,1,139,88673,1,76,1,3,2,5,2,4,5,3,5,6,6,5,2,1,2,6,3,3,2,5,2,5,5,2,5,4,2,5,2,6,3,5,6,3,3,2,6,2,3,2,1,5,2,4,5,5,6,5,7,2,2,1,3,5,5,4,2,7,3,3,7,3,6,3,3,3,5,6,1,4,3,7,6,6,6,5,4,2,2,4,5,5,5,5,3,3,4,4,2,3,2,4,2,2,3,5,4,5,2,4,5,3,4,2,2,7,5,3,2,6,3,2,19,Chinese,Business Administration,8,8,8,8,4,49.264007568359,-122.93690490723,-1,
R_1HiChd78gCgUyIQ,Default Response Set,Anonymous,,,142.58.41.202,0,2017-10-30 15:18:05,2017-10-30 15:57:10,1,141,81854,1,50,1,5,4,3,2,5,2,3,2,2,5,2,1,2,2,4,2,5,2,2,2,3,2,1,3,2,3,6,4,2,2,5,5,5,3,1,4,3,2,4,2,2,5,2,2,5,5,4,2,3,7,1,1,4,4,4,6,5,5,5,5,3,6,4,4,5,4,6,3,4,4,5,6,3,4,5,3,3,2,4,2,2,4,4,3,3,4,4,4,4,4,4,3,4,4,5,6,4,3,2,4,4,4,3,3,5,4,4,3,3,3,2,18,Chinese,Economics,5,3,3,4,1,49.264007568359,-122.93690490723,-1,
R_2tspgE1LdNXewW4,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-23 15:43:05,2017-10-23 16:13:04,0,113,3088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3FRw43IyeWpro7s,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-30 15:17:01,2017-10-30 16:19:35,1,140,67101,1,50,1,5,5,5,2,6,4,6,3,2,6,2,2,5,3,5,3,2,3,2,4,6,2,3,5,4,3,5,5,3,3,5,5,6,5,2,5,7,5,5,2,2,6,5,5,6,5,5,4,3,6,1,4,4,3,2,6,6,5,5,5,5,4,3,4,4,6,5,1,2,4,6,6,5,3,4,2,2,2,3,4,2,5,3,3,4,3,4,4,3,4,4,5,4,5,5,5,6,3,4,5,4,2,4,3,5,4,6,5,5,5,2,18,white,linguistics,6,6,5,5,2,49.264007568359,-122.93690490723,-1,
R_BtVfqe7aiQ3V2N3,Default Response Set,Anonymous,,,142.58.41.202,0,2017-10-30 15:59:30,2017-10-30 16:33:35,1,142,27425,1,25,1,2,6,7,1,6,1,1,5,1,6,2,1,1,1,6,2,3,3,2,1,2,2,1,3,3,1,3,1,1,1,7,7,7,1,1,3,1,2,1,1,7,1,3,2,6,3,7,2,7,2,1,1,2,2,4,6,4,1,4,4,3,5,4,3,7,2,4,1,1,4,5,5,5,7,5,7,1,1,1,2,1,1,4,5,5,4,4,4,5,2,3,3,2,5,1,6,4,7,4,4,4,4,4,4,3,2,1,1,3,2,2,18,Persian/Moroccan,Psychology,1,1,1,1,1,49.264007568359,-122.93690490723,-1,
R_Qn3MqCcBEbYbDtD,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-30 16:20:38,2017-10-30 16:51:09,1,143,6742,1,60,1,6,4,6,2,5,2,5,5,3,6,6,2,1,2,6,4,5,3,3,5,6,4,2,3,5,1,5,5,5,2,6,5,6,2,1,6,6,5,5,5,2,6,6,7,6,7,4,3,1,6,1,2,2,4,5,7,6,5,7,6,5,5,4,5,6,6,6,2,4,3,6,6,5,5,2,3,2,5,2,3,1,7,4,3,4,4,3,3,2,4,4,3,4,5,4,6,5,6,3,6,4,3,3,2,6,3,3,3,5,2,1,18,Pakistani,Criminology,1,2,3,4,1,49.264007568359,-122.93690490723,-1,
R_2feS9oUXzP5Vwgb,Default Response Set,Anonymous,,,142.58.41.208,0,2017-10-30 16:24:58,2017-10-30 16:51:28,1,145,69327,1,80,1,4,4,4,2,6,4,3,4,2,4,4,3,4,4,6,4,3,4,4,3,4,3,4,5,4,4,6,4,3,4,4,5,5,4,4,5,6,2,5,2,2,5,5,5,6,6,4,4,4,6,1,4,4,3,3,7,7,5,5,6,6,4,5,5,4,7,5,3,5,5,4,4,5,4,2,4,4,2,4,6,2,6,3,2,4,3,3,4,3,3,2,3,4,4,2,3,2,3,5,1,4,3,3,3,6,6,6,4,5,5,1,18,White,Business,14,4,4,4,2,49.264007568359,-122.93690490723,-1,
R_1iexFf98S4L0BxM,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-30 16:51:47,2017-10-30 17:14:19,1,146,22175,1,65,1,6,3,5,5,3,6,5,5,6,5,5,3,3,6,5,7,1,2,7,6,5,6,6,6,5,7,3,5,7,6,1,1,1,6,6,6,7,6,5,5,1,6,7,5,6,7,5,1,1,5,1,4,4,2,2,6,7,6,6,5,5,5,5,3,4,7,4,2,3,4,5,6,3,2,5,2,1,5,6,7,2,5,3,3,4,2,4,3,1,5,5,5,5,4,5,6,5,5,5,6,2,2,2,3,7,7,7,7,7,7,1,23,Indo-Canadian,Economics,15,5,2,7,2,49.264007568359,-122.93690490723,-1,
R_1k2gBV3ivqoYbwX,Default Response Set,Anonymous,,,142.58.41.208,0,2017-10-24 15:27:24,2017-10-24 15:28:15,0,118,33550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_OGQ68eTmf3LsWJj,Default Response Set,Anonymous,,,142.58.41.202,0,2017-10-24 15:39:24,2017-10-24 15:39:54,0,119,27921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_XijNq9RRA1Zm8jn,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-31 15:08:27,2017-10-31 15:46:45,1,144,98876,1,35,1,6,6,5,3,5,4,2,5,4,6,4,4,2,2,6,3,4,4,2,3,6,6,4,5,2,2,4,4,5,2,7,6,6,7,1,5,6,4,1,4,4,5,3,5,5,5,5,3,5,6,1,3,3,3,3,7,7,5,5,5,5,6,5,5,5,4,6,5,5,5,7,7,5,7,4,5,3,4,4,4,3,5,4,3,4,3,4,4,4,3,3,3,3,4,4,4,4,7,1,4,4,4,1,2,3,5,2,2,3,2,2,18,Chinese,Undeclared Arts Major,10,2,2,3,1,49.264007568359,-122.93690490723,-1,
R_2SCAM2qsWcouijv,Default Response Set,Anonymous,,,142.58.41.232,0,2017-10-31 15:47:54,2017-10-31 16:09:08,1,147,54937,1,18,1,4,4,4,4,4,4,4,6,1,7,3,4,1,2,4,3,4,4,4,4,4,3,1,1,3,2,4,1,4,1,4,4,5,4,2,5,4,3,4,2,4,3,4,4,5,4,4,4,4,4,1,3,3,3,3,7,6,4,7,5,4,6,3,5,5,3,5,1,1,1,5,4,4,6,5,6,4,3,3,3,2,5,3,5,5,4,5,4,4,4,3,4,4,5,4,4,3,4,3,3,4,3,3,3,4,5,3,1,1,2,2,21,Biracial: korean and black,Criminology,,2,1,3,1,49.264007568359,-122.93690490723,-1,
