V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,placeholder1,placeholder1,pcode,Q22,happy,Q63,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,tol1,tol2,tol3,tol4,tol5,obese1,obese2,obese3,obese4,obese5,obese6,obese7,obese8,obese9,obese10,obese11,obese12,obese13,obese14,obese15,Q89,wealthatt1,wealthatt2,wealthatt3,wealthatt4,finsit1,finsit2,finsit3,finsit4,finsit5,finsit6,finsit7,finsit8,finsit9,finsit10,finsit11,finsit12,finsit13,finsit14,finsit15,crime1,crime2,crime3,crime4,crime5,crime6,crime7,crime8,crime9,crime10,crime11,crime12,causeineq1,causeineq2,causeineq3,causeineq4,causeineq5,causeineq6,causeineq7,causeineq8,causeineq9,causeineq10,causeineq11,causeineq12,causal1,causal2,causal3,causal4,causal5,causal6,redist1,redist2,redist3,redist4,merit1,merit2,merit3,merit4,merit5,merit6,gender,age,ethnicity,major,income,ideology,soc.iss,econ.iss,partyid,time
R_a4SaYqc6yIpHKKZ,Default Response Set,Anonymous,,,142.58.216.49,0,2017-11-21 10:12,2017-11-21 10:33,1,,,18917,1,80,1,6,7,3,5,5,5,3,2,2,6,2,4,2,1,6,2,4,2,2,2,5,2,1,2,2,2,4,1,5,1,5,5,6,4,2,5,2,2,3,2,3,1,2,5,6,2,5,5,4,5,1,2,2,4,3,5,5,6,5,5,6,5,4,4,4,4,5,1,3,3,5,5,5,5,5,4,3,1,4,4,1,5,4,3,4,3,4,4,4,3,4,3,3,4,5,6,6,2,2,2,4,4,3,3,5,3,5,3,5,2,2,18,Scandinavian ,Undecided,15,3,2,2,1,2
R_8uMMcaUjKOnFe93,Default Response Set,Anonymous,,,184.65.126.232,0,2017-11-21 10:59,2017-11-21 11:08,1,,,6099,1,55,1,5,5,3,5,4,5,3,3,4,5,5,3,2,3,3,3,5,3,2,3,3,3,2,5,3,3,5,5,5,3,5,5,6,3,2,5,5,3,2,3,3,5,5,5,5,5,5,5,3,5,1,3,4,4,4,4,4,5,5,4,5,4,4,5,4,4,5,3,4,5,5,5,5,5,5,5,5,5,3,4,5,5,4,4,4,2,4,4,5,4,5,4,4,5,4,5,5,5,4,4,4,3,4,3,6,6,6,3,6,6,1,19,Indian,Sciences,6,8,8,8,4,2
R_ODVXO2SV4Mkor3H,Default Response Set,Anonymous,,,64.180.193.144,0,2017-11-21 11:01,2017-11-21 11:16,1,,,78069,1,90,1,6,6,2,2,5,3,3,4,1,7,3,3,2,1,5,2,5,4,2,4,5,2,1,1,2,2,3,2,2,1,6,7,7,1,1,5,1,2,2,1,5,3,2,4,3,1,7,4,6,3,1,1,4,4,5,3,2,3,3,5,7,7,5,5,7,2,7,4,6,3,5,5,5,5,6,7,3,2,2,5,1,6,5,5,5,4,5,4,5,3,2,2,2,2,5,5,4,4,2,3,4,4,3,3,2,1,2,1,2,2,2,20,White,Criminology ,5,8,8,8,4,2
R_ZrXXOraRg7Rh83f,Default Response Set,Anonymous,,,172.218.167.244,0,2017-11-21 11:12,2017-11-21 11:20,1,,,91465,1,80,1,5,5,5,3,5,3,2,6,3,4,2,4,2,2,6,3,2,5,6,3,4,4,3,4,5,2,5,5,3,3,5,5,5,3,2,5,5,2,5,3,5,4,4,5,6,3,5,4,5,5,1,2,3,3,4,6,5,4,4,6,6,7,4,5,6,4,7,4,7,4,5,5,4,6,5,5,4,3,3,2,3,5,5,4,5,5,4,5,4,3,3,3,3,2,2,6,1,5,4,5,4,3,2,2,5,5,3,3,3,3,2,19,"chinese, irish, english",health science,11,2,2,2,1,2
R_OweXWUFVqARUWyt,Default Response Set,Anonymous,,,207.23.184.219,0,2017-11-21 11:09,2017-11-21 11:21,1,,,8547,1,90,1,5,7,5,3,5,3,2,5,2,6,3,3,2,1,6,3,5,5,2,3,5,3,3,3,3,3,5,2,3,1,7,7,7,1,1,5,2,2,2,2,5,1,2,5,5,1,5,5,5,5,1,3,4,4,4,6,7,5,5,4,5,3,3,3,5,6,3,2,3,5,5,5,5,5,5,5,3,2,3,3,2,5,3,5,5,3,3,3,5,2,2,3,3,3,4,5,4,3,3,4,4,4,4,4,5,3,4,3,5,4,2,18,White,Criminology,15,8,8,8,4,2
R_3O3ukBtPmi698kk,Default Response Set,Anonymous,,,142.58.42.170,0,2017-11-21 11:23,2017-11-21 11:37,1,,,6908,1,70,1,5,5,3,3,5,2,5,3,3,5,3,4,3,3,4,4,4,4,4,5,4,3,3,5,2,3,3,2,6,2,5,5,5,4,2,5,5,5,5,4,5,3,5,4,5,5,6,5,5,4,1,4,4,4,4,6,7,7,7,6,5,6,6,6,6,7,5,2,6,6,5,5,5,5,5,4,5,3,5,5,5,6,4,4,5,4,4,5,4,4,5,5,5,5,5,2,4,4,5,2,3,3,3,3,6,5,5,3,6,5,1,20,chinese,economics,13,8,8,8,1,2
R_1kXiEcFNJbHvR6N,Default Response Set,Anonymous,,,70.79.45.68,0,2017-11-21 11:25,2017-11-21 11:37,1,,,13526,1,60,1,7,1,1,1,7,1,3,1,1,7,1,1,3,1,3,3,1,5,3,1,5,1,1,1,1,3,5,1,5,1,5,5,5,3,1,5,5,4,3,3,3,3,5,3,5,5,2,3,2,5,1,2,4,2,3,7,7,7,7,4,7,7,4,4,4,4,4,1,1,4,6,3,3,3,3,1,2,1,1,1,1,1,3,5,5,5,5,5,1,5,5,5,5,5,1,6,1,1,1,1,4,3,4,4,7,5,7,3,5,3,2,21,chinese vietnamese ,criminology ,1,2,2,2,1,2
R_2duwsy6MnFHkRCj,Default Response Set,Anonymous,,,207.23.201.99,0,2017-11-21 11:22,2017-11-21 11:47,1,,,33085,1,50,1,5,5,5,2,5,2,2,5,2,6,6,6,2,3,6,2,3,5,3,6,5,2,5,5,2,3,2,5,5,2,3,5,5,6,3,5,3,2,5,3,3,3,3,5,5,3,6,4,5,6,1,4,4,4,2,7,6,5,5,4,5,5,5,3,6,4,3,1,4,5,5,5,5,6,6,5,4,2,2,2,2,5,2,4,5,4,3,3,4,3,2,3,3,5,5,4,4,3,5,3,3,3,3,3,3,3,3,3,3,3,1,18,southeast asian,economics,9,3,2,4,1,2
R_2wc9aREp2kVycn9,Default Response Set,Anonymous,,,207.23.207.75,0,2017-11-21 11:24,2017-11-21 11:56,1,,,28887,1,55,1,4,5,3,6,5,5,5,4,4,5,4,3,2,3,3,4,4,4,5,3,4,3,2,5,2,5,5,3,5,2,5,3,4,4,3,5,6,5,5,5,4,6,4,5,4,5,5,5,3,6,1,4,3,4,4,5,6,5,3,5,2,6,3,3,5,5,4,2,5,3,5,4,5,5,4,5,4,3,2,3,1,5,3,3,4,3,4,4,3,4,4,4,4,4,2,7,3,7,1,3,3,3,4,3,6,5,6,5,6,6,1,19,Indian ,Arts-Undeclared ,9,4,4,4,3,2
R_una6QhvfzSvlKjT,Default Response Set,Anonymous,,,207.23.196.227,0,2017-11-21 12:22,2017-11-21 12:37,1,,,88386,1,50,1,5,4,3,2,5,3,3,3,1,4,3,4,2,2,6,2,4,3,2,2,5,3,2,5,3,2,4,2,5,2,6,6,6,2,2,4,4,4,4,4,3,4,4,5,4,3,4,4,3,6,1,2,2,4,4,4,4,5,4,5,5,5,5,4,4,4,4,4,5,4,4,3,3,5,5,3,4,2,3,3,1,5,3,4,4,3,3,3,3,3,2,3,2,3,2,2,2,6,2,4,4,4,2,2,3,3,3,3,3,3,2,18,Caucasian,Behavioural Neuroscience,7,3,2,3,1,2
R_2qsA7jX5QMKNn6Y,Default Response Set,Anonymous,,,154.5.221.187,0,2017-11-21 12:39,2017-11-21 12:50,1,,,92838,1,47,1,5,6,6,2,5,3,5,6,3,5,5,2,3,2,7,3,4,5,3,5,6,4,2,6,3,3,5,5,3,2,5,4,5,3,2,5,6,2,5,2,4,3,3,2,5,4,5,5,4,2,1,2,3,4,4,6,5,3,3,6,4,5,5,6,4,5,5,2,3,3,6,6,4,5,5,5,2,2,4,5,2,6,2,1,4,2,4,5,3,4,3,5,5,4,6,7,4,5,3,2,3,2,3,2,5,4,4,5,4,3,2,18,white,Cognitive Science,5,3,2,4,1,2
R_3RlmtcOnfJOmmrr,Default Response Set,Anonymous,,,207.23.213.31,0,2017-11-21 13:42,2017-11-21 13:55,1,,,89452,1,73,1,5,6,2,3,6,2,3,4,3,6,3,4,3,2,3,3,5,3,3,3,4,3,2,2,2,3,4,2,5,3,5,4,5,3,3,5,5,4,4,4,5,4,5,5,5,4,4,4,4,5,1,3,2,4,4,5,6,5,5,6,5,5,5,5,5,6,5,1,5,4,5,5,5,5,5,5,3,2,2,2,1,5,2,4,4,4,4,4,4,3,4,3,4,3,4,6,4,6,4,4,3,3,2,2,5,5,4,5,5,5,1,18,White,Communications,12,3,3,5,1,2
R_3EQDcUt0aIb1Mg7,Default Response Set,Anonymous,,,142.58.222.157,0,2017-11-21 14:21,2017-11-21 14:31,1,,,99048,1,62,1,5,6,3,2,5,2,3,3,2,6,2,4,2,2,6,3,6,3,2,2,4,2,2,3,2,2,5,2,2,2,6,6,6,3,2,3,2,2,2,2,5,2,2,3,3,3,5,5,5,2,1,3,4,2,3,5,6,3,4,4,3,5,5,4,6,3,3,3,3,3,5,4,3,6,6,6,5,3,2,2,1,3,2,4,4,4,4,3,4,2,2,2,2,2,4,5,5,2,2,5,4,4,4,3,4,3,2,2,5,2,2,19,,Health Sciences ,7,3,2,2,1,2
R_3fiXdX4K5oeLrYL,Default Response Set,Anonymous,,,50.67.233.85,0,2017-11-21 16:51,2017-11-21 17:05,1,,,42882,1,71,1,5,5,4,4,5,3,3,4,2,5,4,4,3,2,6,3,4,4,2,4,5,4,3,4,3,3,4,4,4,3,6,6,5,4,2,5,5,3,3,4,3,3,3,5,4,3,5,4,5,5,1,2,3,4,3,5,5,6,5,5,6,5,5,5,6,5,4,1,5,4,4,7,3,3,5,5,1,1,2,2,1,7,3,4,5,5,5,5,4,4,4,4,4,4,6,6,6,6,6,6,4,4,4,4,5,5,2,2,5,2,2,18,Caucasian ,criminology ,12,4,4,4,1,2
R_1Q5c42vnG7qvUrt,Default Response Set,Anonymous,,,207.23.192.39,0,2017-11-21 17:50,2017-11-21 18:18,1,,,86342,1,50,1,5,6,3,2,5,2,2,4,2,5,4,5,2,1,6,3,4,3,2,3,4,2,2,4,2,2,4,3,3,2,5,6,5,2,2,3,3,2,2,2,4,2,4,3,4,4,4,4,5,3,1,2,4,5,5,4,4,4,4,6,5,6,4,5,5,3,6,3,3,5,4,4,5,4,6,5,4,2,3,3,4,3,4,5,5,5,4,4,5,3,3,2,2,3,3,3,4,4,4,4,4,3,2,2,3,3,2,1,3,3,2,19,Ethiopian ,Biology ,9,2,2,3,3,2
R_2ysgA4Cq3n9KCkG,Default Response Set,Anonymous,,,96.55.44.146,0,2017-11-21 18:43,2017-11-21 19:12,1,,,20846,1,40,1,6,3,5,3,5,5,2,5,1,4,3,2,2,5,6,2,2,6,2,6,6,5,2,4,6,2,5,6,2,3,6,6,6,4,2,5,6,2,5,4,3,6,5,6,6,6,6,5,3,7,1,1,3,5,4,6,7,7,7,5,6,6,1,4,1,5,5,3,5,6,5,6,6,5,5,6,5,2,2,1,1,5,4,4,4,4,2,2,4,2,4,3,4,5,4,6,5,7,4,2,4,4,2,2,7,5,6,6,6,5,2,18,south asian,psychology,5,3,2,4,1,2
R_3lz4C4f17iPxYp8,Default Response Set,Anonymous,,,142.58.132.235,0,2017-11-21 19:44,2017-11-21 19:54,1,,,48823,1,29,1,5,3,3,5,5,3,3,5,3,5,3,3,3,5,5,3,5,3,3,5,5,3,5,3,3,3,5,5,3,5,5,4,4,3,3,5,5,5,5,3,3,6,7,5,5,5,5,5,3,6,1,4,4,4,5,6,5,6,5,6,5,6,5,6,6,4,6,3,4,5,5,5,5,5,5,5,5,4,4,5,5,5,3,3,5,5,4,4,4,5,4,4,4,4,5,4,5,5,4,5,3,3,2,2,6,6,3,3,6,6,2,19,Chinese,Economics ,6,5,5,4,2,2
R_27Btb72kKGV8Kha,Default Response Set,Anonymous,,,162.156.128.170,0,2017-11-21 19:56,2017-11-21 20:10,1,,,86966,1,61,1,6,7,5,2,2,2,7,2,4,7,2,2,2,1,6,6,6,2,6,2,6,2,2,6,2,2,6,2,2,6,4,2,6,2,2,5,7,2,2,2,2,7,6,2,7,7,2,2,4,1,1,4,5,5,4,7,7,6,7,5,2,6,3,5,6,7,5,7,7,6,6,6,5,6,5,5,2,2,5,6,2,2,4,2,2,4,4,5,4,5,5,5,5,5,5,7,6,7,7,1,3,3,3,3,7,6,6,2,6,6,1,19,Caucasian,Criminology,7,8,8,8,4,2
R_33r7zLyckZ1yBuw,Default Response Set,Anonymous,,,70.79.225.59,0,2017-11-22 2:37,2017-11-22 2:47,1,,,41496,1,40,1,3,4,5,3,4,3,3,2,4,4,3,2,3,3,5,4,4,4,4,5,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,5,4,4,3,4,6,5,4,5,5,3,4,3,3,1,3,3,3,3,4,6,5,4,4,4,4,4,4,4,4,4,3,4,5,5,3,5,4,4,4,4,4,4,4,2,4,3,3,3,2,4,4,4,4,4,4,4,4,2,5,5,3,4,6,3,3,3,3,6,5,5,5,5,5,2,18,Asian ,Psyc,2,3,3,3,1,2
R_12Q0WItwB7WLPI9,Default Response Set,Anonymous,,,154.5.119.167,0,2017-11-22 10:00,2017-11-22 10:12,1,,,65861,1,70,1,6,5,3,3,5,4,4,3,3,4,3,4,4,3,6,4,4,3,3,3,4,3,2,5,4,2,4,3,4,3,4,4,5,4,2,5,5,4,4,3,4,3,4,5,4,4,5,5,4,4,1,4,4,3,4,5,6,5,4,5,5,6,4,4,5,6,3,4,3,5,6,5,4,5,5,5,4,2,4,4,3,6,4,4,4,4,3,4,4,4,3,3,3,3,3,6,4,4,3,4,3,3,2,2,5,5,3,3,5,3,2,18,Canadian,Criminology,,5,3,5,2,2
R_2EzyL8j2Wwwo6Qh,Default Response Set,Anonymous,,,24.114.27.246,0,2017-11-22 10:23,2017-11-22 10:40,1,,,75551,1,10,1,6,3,6,3,4,4,3,6,2,6,5,6,1,2,6,4,5,6,2,5,6,5,2,5,1,2,3,3,5,2,7,6,6,2,1,5,4,3,5,2,2,5,5,6,5,5,5,5,2,5,1,4,4,5,4,7,7,6,5,6,6,5,4,4,7,6,5,1,7,7,6,3,1,7,7,6,6,2,1,1,1,7,4,3,5,4,4,4,5,4,4,5,4,3,6,4,5,4,4,4,4,3,3,3,5,5,5,2,5,3,1,19,Fijian,Criminology,10,3,1,8,1,2
R_2tM7iWfiXi88HA2,Default Response Set,Anonymous,,,142.58.42.120,0,2017-11-22 11:51,2017-11-22 12:00,1,,,61422,1,60,1,6,6,2,5,5,4,3,2,3,5,3,4,3,2,2,3,5,3,1,3,5,2,2,6,1,7,4,2,7,5,7,7,7,5,1,5,7,4,2,4,2,7,7,5,6,7,5,6,5,5,1,5,5,2,4,7,7,5,6,5,7,4,6,3,5,5,2,1,2,5,5,5,5,6,5,2,2,2,2,5,1,3,1,2,3,4,5,4,3,4,4,5,5,5,3,6,6,6,6,6,4,4,4,4,7,7,7,3,6,5,2,21,Asian,Psychology,1,4,4,4,1,2
R_3j8Jfr4P8ejg6zs,Default Response Set,Anonymous,,,207.23.220.240,0,2017-11-22 12:31,2017-11-22 12:40,1,,,32311,1,51,1,5,4,4,3,3,4,4,3,3,5,5,6,5,2,3,3,5,3,5,3,5,3,5,3,3,3,3,3,3,3,4,4,4,4,4,1,3,3,5,3,4,7,5,5,5,3,5,1,4,5,1,4,4,2,2,2,6,5,5,5,3,4,6,6,5,5,3,4,4,5,5,6,4,5,6,5,6,7,5,6,5,5,5,4,3,4,3,4,4,4,5,5,5,4,4,4,3,3,1,4,3,3,3,3,5,5,6,5,5,5,1,19,canadian,cmns,,9,9,9,4,2
R_12GdlQnpLHB9xy2,Default Response Set,Anonymous,,,207.23.206.140,0,2017-11-22 12:31,2017-11-22 12:42,1,,,54550,1,50,1,5,6,3,2,5,2,3,5,4,5,5,4,2,2,5,5,3,2,3,5,5,5,3,5,3,2,4,5,5,2,3,5,5,3,2,5,5,3,3,2,3,5,3,5,6,5,5,3,3,5,1,4,5,4,3,6,7,5,6,6,6,7,4,5,5,6,5,3,5,5,5,4,2,5,5,5,3,3,2,2,1,3,3,3,4,4,4,4,3,4,4,4,4,4,1,7,4,7,4,4,3,3,2,2,5,5,3,3,5,3,1,19,Caucasian,engineering science,6,2,2,2,1,2
R_oZaceazAOibUxDH,Default Response Set,Anonymous,,,162.156.159.212,0,2017-11-22 13:56,2017-11-22 14:11,1,,,25482,1,96,1,6,7,4,2,3,3,5,5,1,6,3,4,3,2,5,2,6,3,3,5,4,2,5,5,3,3,4,2,5,4,6,6,3,5,4,5,4,2,2,4,5,2,7,3,6,5,5,5,3,6,1,5,4,4,4,6,7,7,5,3,3,5,1,6,4,6,6,4,4,6,6,3,4,5,5,5,4,4,3,5,1,5,3,3,3,3,5,3,2,5,5,5,5,4,4,4,1,1,6,2,4,4,4,4,6,2,5,7,6,4,1,19,Japanese and Dutch,Criminology ,12,2,2,5,1,2
R_2Y4Hh4PpuLD1vC7,Default Response Set,Anonymous,,,142.58.34.225,0,2017-11-22 14:44,2017-11-22 15:03,1,,,97450,1,62,1,5,3,4,4,6,3,4,4,2,5,4,4,4,2,5,4,5,4,3,3,3,4,3,6,1,3,5,3,3,3,4,6,6,4,2,5,5,4,3,3,4,3,3,5,5,4,6,5,4,5,1,3,4,5,4,6,4,5,5,6,6,7,5,6,4,5,6,1,3,5,5,6,6,4,4,5,1,3,3,3,2,5,4,5,3,5,5,5,2,4,4,3,3,4,6,6,5,4,3,4,4,4,3,2,4,5,6,3,5,5,1,18,Chinese,Computer Science,,3,4,3,1,2
R_suG6rMlFEFP3KcV,Default Response Set,Anonymous,,,23.16.16.236,0,2017-11-22 16:30,2017-11-22 16:43,1,,,80328,1,59,1,6,3,5,5,3,6,5,5,7,3,4,4,3,6,5,6,2,4,2,5,5,5,5,7,3,5,4,5,6,6,3,3,5,3,3,6,4,5,5,4,5,6,6,6,5,6,6,6,5,5,1,4,5,2,4,7,6,6,5,5,6,6,5,2,5,6,4,2,2,7,6,6,5,6,5,6,2,5,3,5,2,5,2,4,4,5,5,4,2,5,4,5,4,4,4,6,6,3,6,7,3,3,4,4,5,7,6,5,6,6,1,21,caucasian ,molecular biology and biochemestry,3,6,6,6,2,2
R_Y36mMBY1cIZToAx,Default Response Set,Anonymous,,,50.92.98.73,0,2017-11-22 19:41,2017-11-22 19:59,1,,,13669,1,72,1,6,1,2,2,6,2,3,2,2,6,1,4,1,2,5,3,6,2,3,2,5,3,3,3,1,2,4,2,5,1,7,7,7,2,1,6,4,4,3,3,6,4,3,7,5,3,6,6,6,6,1,2,2,4,4,7,6,6,5,7,6,6,5,6,7,6,7,3,5,5,6,3,4,7,6,6,6,1,1,2,2,5,5,4,5,4,5,5,5,4,4,3,3,5,4,5,5,5,4,4,4,4,4,3,5,5,4,2,4,3,2,18,white,Geography ,5,2,1,1,3,2
R_2pYJHPERsaGq045,Default Response Set,Anonymous,,,50.92.17.35,0,2017-11-22 19:58,2017-11-22 20:15,1,,,4702,1,91,1,5,3,2,3,5,3,3,2,2,5,2,3,2,2,5,3,3,3,3,3,4,2,3,5,2,3,5,3,6,3,3,5,3,5,3,6,6,3,3,3,3,7,5,6,6,5,4,3,4,6,1,4,4,3,3,7,7,6,5,5,6,4,3,4,5,5,4,1,4,6,4,5,4,5,3,4,3,2,3,3,2,3,2,3,3,4,4,2,2,5,5,5,5,5,4,7,4,5,3,4,3,3,2,2,5,5,6,3,5,3,1,25,caucasian,engineering,12,4,4,4,1,2
R_2xPgQrPXchRg4WZ,Default Response Set,Anonymous,,,64.180.175.4,0,2017-11-22 20:29,2017-11-22 20:47,1,,,22637,1,75,1,6,6,2,3,5,5,5,2,3,5,2,5,2,2,5,2,3,4,2,3,5,2,2,3,2,3,4,5,5,2,6,5,6,3,1,6,5,5,2,1,4,5,3,5,6,4,5,4,3,6,1,2,3,4,4,5,7,4,6,5,3,6,3,4,6,5,5,3,5,3,6,5,5,5,3,3,2,2,4,3,1,6,3,4,4,4,5,4,4,4,4,5,5,3,1,5,3,5,2,4,4,3,4,3,5,5,3,3,5,4,2,18,Caucasian ,Education ,1,2,2,3,1,2
R_2AMwbSiv52mzoKR,Default Response Set,Anonymous,,,64.180.12.69,0,2017-11-22 23:07,2017-11-22 23:18,1,,,87673,1,45,1,4,5,5,2,5,3,4,5,3,5,3,4,4,3,5,4,4,3,3,4,4,3,4,4,3,4,5,4,4,3,4,5,4,3,2,5,4,4,4,3,4,3,5,5,4,5,4,3,4,5,1,3,4,3,3,6,5,3,5,4,4,4,3,5,4,4,3,1,3,4,4,6,5,4,4,4,3,3,4,4,2,5,2,3,4,3,3,4,3,3,3,4,4,4,4,5,3,4,3,4,3,3,3,3,5,5,5,3,4,4,1,20,Chinese,Earth Science,9,5,5,4,2,2
R_2aM0Cir5eTLItBs,Default Response Set,Anonymous,,,24.80.87.79,0,2017-11-22 23:10,2017-11-22 23:23,1,,,315,1,83,1,6,6,3,6,3,4,5,2,4,5,3,4,3,4,3,3,4,3,3,4,6,2,4,3,4,5,4,4,5,5,3,5,3,5,2,4,6,4,4,2,2,4,6,6,6,5,5,6,4,5,1,3,4,2,3,7,7,4,5,4,5,3,4,5,3,5,4,1,2,6,5,2,2,2,4,4,2,2,2,2,2,7,2,3,4,4,4,2,2,5,4,5,5,5,6,6,3,6,3,4,3,3,3,3,5,5,5,5,5,5,1,20,Chinese,Criminology,14,4,3,5,2,2
R_2RWJRD06SZ52WKY,Default Response Set,Anonymous,,,50.98.132.170,0,2017-11-22 23:29,2017-11-22 23:42,1,,,81234,1,80,1,5,4,3,2,7,1,2,4,2,6,1,4,2,1,5,3,2,2,2,2,5,1,1,1,1,1,4,2,4,1,6,6,6,4,2,7,7,3,4,2,5,5,6,7,7,6,6,5,5,7,1,4,4,3,4,7,7,5,3,5,6,5,4,4,4,5,5,4,5,6,5,5,5,6,6,7,2,2,5,5,1,4,5,5,4,3,4,4,4,3,3,3,3,4,6,6,4,6,4,2,3,3,3,3,4,4,5,3,4,5,2,21,Asian,Arts,12,9,3,8,1,2
R_10HhfyI18AEn69g,Default Response Set,Anonymous,,,108.180.80.99,0,2017-11-23 0:06,2017-11-23 0:14,1,,,72300,1,30,1,4,3,4,3,3,2,3,3,2,5,4,3,2,1,5,4,4,3,3,5,5,1,4,2,2,3,4,4,5,2,5,5,6,3,2,4,4,2,2,2,5,2,4,3,4,4,6,6,6,3,1,3,4,4,4,6,6,6,4,6,6,6,5,4,5,6,6,4,4,4,6,4,6,2,3,2,5,1,4,2,1,3,4,3,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,5,3,3,3,3,6,5,4,2,4,4,2,20,chinese,business,9,8,8,8,1,2
R_Re5iLz5iadR86KB,Default Response Set,Anonymous,,,108.180.167.181,0,2017-11-16 1:40,2017-11-16 1:41,0,,,66329,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
R_1GnadrLSeWR2mTD,Default Response Set,Anonymous,,,96.55.56.155,0,2017-11-23 10:49,2017-11-23 10:57,1,,,78053,1,30,1,6,5,5,2,5,2,3,4,4,3,4,2,3,4,6,2,3,4,2,6,6,5,2,6,5,2,5,4,6,5,6,6,6,4,2,5,6,4,3,5,6,4,3,6,4,4,6,6,7,6,1,2,4,4,5,7,7,7,4,4,2,2,3,4,6,7,2,1,2,4,6,6,6,7,6,4,6,4,3,6,4,6,3,4,5,4,5,4,3,5,3,5,5,5,5,7,3,4,3,6,4,4,4,3,7,7,7,7,5,6,2,18,filipino,psychology,7,8,8,8,1,2
R_2UY5D6kGvUI1yJe,Default Response Set,Anonymous,,,24.85.199.143,0,2017-11-23 12:12,2017-11-23 12:26,1,,,65999,1,70,1,6,6,5,3,5,2,3,3,4,3,3,2,4,2,5,3,4,4,3,5,5,2,3,5,3,2,6,5,2,2,6,4,5,5,2,5,5,2,3,2,4,3,6,5,6,5,6,5,5,6,1,2,3,4,4,6,5,5,5,6,5,6,4,5,4,5,6,2,2,6,5,5,5,5,5,5,2,2,4,5,2,6,4,1,4,4,3,4,4,4,4,4,3,5,6,5,5,2,2,1,3,3,2,2,5,5,3,3,3,3,2,20,Chinese,Biological Sciences ,1,3,4,4,1,2
R_2S1U0x2p3hDvmTu,Default Response Set,Anonymous,,,24.85.81.17,0,2017-11-23 13:20,2017-11-23 13:31,1,,,64708,1,59,1,7,5,5,2,5,1,2,5,2,5,2,4,1,3,6,3,1,3,1,3,7,5,1,5,5,1,5,5,5,4,6,7,7,3,1,2,6,3,6,3,5,6,5,5,7,5,5,5,3,5,1,1,2,5,4,7,7,7,1,4,7,5,5,6,6,5,4,1,4,1,3,5,5,5,5,5,5,4,5,7,1,6,4,4,5,5,5,5,5,2,3,2,5,5,7,7,5,7,1,4,4,4,3,4,6,5,3,2,5,1,1,18,Chinese,Psychology,11,5,5,3,2,2
R_3t87tVWLoFj9T0J,Default Response Set,Anonymous,,,96.49.82.151,0,2017-11-23 16:23,2017-11-23 16:34,1,,,84509,1,71,1,5,5,5,1,4,1,2,4,1,6,2,4,1,1,6,4,4,4,2,4,4,4,4,4,2,2,4,2,3,1,5,5,5,2,2,6,4,2,1,1,5,2,4,6,6,4,5,5,5,4,1,4,5,3,3,7,4,6,7,6,6,4,6,5,5,4,6,6,4,7,5,5,6,6,5,4,2,2,4,4,1,5,4,3,4,4,4,4,4,4,2,2,3,5,4,4,4,3,4,3,3,4,3,4,4,4,5,4,5,3,2,19,Caucasian,Bio/Psych,3,8,8,8,4,2
R_OBxWxjoxwxW2RPP,Default Response Set,Anonymous,,,24.80.85.160,0,2017-11-23 18:03,2017-11-23 18:14,1,,,74075,1,51,1,6,5,3,7,4,2,4,3,4,4,3,3,2,3,5,4,3,4,4,3,5,3,4,4,3,3,5,3,4,4,5,5,5,4,2,4,4,4,5,3,4,4,4,5,6,5,5,4,3,5,1,3,3,4,4,6,5,5,3,5,3,5,4,4,4,5,4,3,5,4,5,6,2,6,4,4,4,3,5,5,2,5,3,1,4,3,4,3,2,5,2,5,4,3,3,6,4,5,4,4,3,3,3,3,5,5,6,6,5,5,1,18,Asian,Arts,10,3,4,3,1,2
R_2fGJlWIXMksmLwm,Default Response Set,Anonymous,,,24.87.163.118,0,2017-11-24 2:55,2017-11-24 2:59,1,,,21746,1,47,1,4,4,4,5,5,5,3,5,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,2,3,4,3,4,4,4,3,3,4,3,3,3,4,4,4,4,3,4,3,3,4,1,3,3,2,2,5,5,5,4,4,5,4,4,5,4,5,4,5,5,4,4,3,4,4,4,4,3,3,5,3,4,4,3,4,2,4,3,3,4,4,2,4,3,4,5,4,4,5,4,4,3,3,2,3,5,4,4,5,5,4,2,23,chinese,psychology,10,8,8,8,1,2
