V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,Q22,Q74_1,Q63,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q21,Q24,Q26,Q27,Q28,Q216_1,Q216_2,Q216_6,Q216_7,Q216_12,Q216_13,Q216_15,Q216_17,Q216_22,Q216_24,Q216_30,Q216_34,Q216_35,Q216_36,Q216_37,Q217,Q218_1,Q218_2,Q218_3,Q218_4,Q219_1,Q219_2,Q219_3,Q219_4,Q219_5,Q219_6,Q219_7,Q219_8,Q219_9,Q219_10,Q219_11,Q219_12,Q219_13,Q219_14,Q219_15,Q220_1,Q220_2,Q220_3,Q220_4,Q220_5,Q220_6,Q220_7,Q220_8,Q220_9,Q220_10,Q220_11,Q220_13,Q59_1,Q59_2,Q59_3,Q59_4,Q59_5,Q59_6,Q59_7,Q59_8,Q59_9,Q59_10,Q59_11,Q59_12,Q23_1,Q23_2,Q23_3,Q23_4,Q60_1,Q60_2,Q60_3,Q60_4,Q60_5,Q60_6,Q222_1,Q222_2,Q222_3,Q222_4,Q222_5,Q222_6,Q65,Q67,Q69,Q75,Q71,Q72,Q73,Q74,Q75,Q59,LocationLatitude,LocationLongitude,LocationAccuracy,
R_3KCwZWT1AHqrzUh,Default Response Set,Anonymous,,,108.172.73.20,0,2017-10-31 18:09:40,2017-10-31 18:22:54,1,69327,1,80,1,4,4,4,2,6,4,4,4,3,4,3,2,4,3,6,4,4,4,4,3,4,4,4,5,3,4,6,4,4,4,4,4,5,4,4,6,6,4,6,3,3,6,5,6,5,5,4,4,4,6,1,4,4,2,2,7,7,5,4,4,5,4,5,4,4,6,3,4,4,4,4,5,5,4,3,4,4,2,5,6,1,6,2,3,4,4,4,3,4,4,4,4,4,4,3,3,3,3,6,6,6,5,6,6,5,2,6,6,5,2,1,18,White,Business,14,4,4,4,2,1,49.041793823242,-123.05909729004,-1,
R_1DHkbIBZyFYjm1B,Default Response Set,Anonymous,,,172.218.132.30,0,2017-10-31 13:33:51,2017-10-31 19:52:09,1,27718,1,50,1,5,6,4,3,4,6,5,4,3,5,2,4,3,2,3,2,4,5,6,4,4,5,1,4,5,2,4,5,4,2,5,6,7,2,1,3,5,2,2,2,6,2,2,3,5,2,6,5,5,2,1,3,3,5,3,7,7,7,4,5,6,6,4,4,4,6,4,3,4,4,6,6,6,6,7,6,4,2,4,4,5,5,3,3,4,3,5,4,3,5,5,5,5,5,4,3,3,2,7,6,1,1,4,1,7,7,2,4,1,2,2,18,Russian,French,,4,4,4,4,1,49.323104858398,-122.86259460449,-1,
R_0iDwcxMuZ9vQfzH,Default Response Set,Anonymous,,,24.86.1.184,0,2017-10-31 20:54:45,2017-10-31 21:20:29,1,42181,1,75,1,5,4,3,3,6,3,3,2,4,5,3,3,2,2,5,5,5,3,3,2,5,5,2,5,1,2,5,3,5,2,3,5,5,3,2,3,6,2,3,2,3,5,5,3,5,6,4,5,5,5,1,4,4,4,2,6,7,7,7,6,4,5,5,5,3,5,6,5,6,4,6,5,3,3,2,4,2,3,5,5,5,6,4,3,4,4,4,5,4,5,4,5,5,2,3,3,3,2,6,5,4,2,5,3,3,6,3,6,2,5,2,19,South Korean,Undecided,11,3,2,2,1,1,49.169998168945,-123.13679504395,-1,
R_a664x1CrGt1OR6F,Default Response Set,Anonymous,,,70.71.153.255,0,2017-10-31 22:58:28,2017-10-31 23:15:51,1,67101,1,100,1,6,3,5,6,7,4,6,5,2,5,3,3,5,3,6,5,3,5,2,5,6,3,4,5,5,6,5,5,3,5,3,5,6,5,3,4,7,5,5,5,2,7,6,5,6,7,5,4,2,6,1,4,2,4,4,7,7,6,5,6,5,3,4,4,5,6,5,1,5,6,5,7,6,6,2,5,2,2,5,6,1,5,4,3,4,4,4,5,3,5,4,5,5,5,4,2,3,3,6,3,4,3,5,5,7,7,2,5,2,5,2,18,Irish,linguistics,12,6,6,6,2,1,49.141006469727,-122.85690307617,-1,
R_2v0LVhCfJwaM0RC,Default Response Set,Anonymous,,,216.71.196.40,0,2017-11-01 09:43:00,2017-11-01 09:48:38,1,91673,1,72,1,6,6,5,5,3,3,3,3,2,2,2,2,3,3,3,4,4,4,3,3,3,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,6,4,3,3,5,5,6,5,6,6,2,6,1,2,2,4,2,6,6,4,6,6,4,6,6,5,4,5,5,6,5,6,5,5,5,6,6,6,6,5,5,6,5,5,5,4,5,3,5,4,5,4,5,4,4,5,4,4,4,4,5,5,4,5,5,5,4,6,5,5,3,5,1,22,indonesian,economics,5,2,4,4,1,1,49.230194091797,-122.99520111084,-1,
R_3PoY3oTXoILH1gu,Default Response Set,Anonymous,,,142.58.42.180,0,2017-11-01 11:04:16,2017-11-01 11:08:17,1,2428,1,51,1,4,4,4,5,5,5,5,5,3,5,5,5,3,5,5,3,4,4,5,5,5,3,3,5,3,5,3,5,3,5,3,5,5,5,3,7,7,3,5,5,2,6,7,5,6,6,6,5,2,7,1,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,1,23,Punjabi,Kin,15,9,9,9,4,2,49.264007568359,-122.93690490723,-1,
R_3nvE8HrboO51uqc,Default Response Set,Anonymous,,,199.119.235.202,0,2017-11-01 11:58:12,2017-11-01 12:13:24,1,98876,1,50,1,6,6,5,2,5,4,2,5,4,6,4,4,2,2,6,3,4,4,2,4,5,5,4,5,3,2,5,4,4,3,7,6,6,2,1,5,6,4,1,5,4,5,4,6,5,5,5,3,4,6,1,3,3,4,3,7,7,5,4,7,6,7,6,7,7,7,7,4,4,6,7,5,5,6,4,4,5,4,4,4,3,5,4,3,4,4,4,4,5,3,3,3,3,4,4,4,1,2,5,5,2,4,5,3,4,7,4,7,1,4,2,18,Chinese,Undeclared Arts Major,10,2,2,4,1,1,53.550003051758,-113.5,-1,
R_3KDciT1sTgLI5He,Default Response Set,Anonymous,,,207.23.177.109,0,2017-11-01 11:56:51,2017-11-01 12:56:19,1,21520,1,81,1,6,5,5,2,5,5,3,4,2,4,3,3,3,3,6,3,3,5,3,4,5,3,5,5,3,3,5,4,5,3,6,6,6,3,2,4,6,3,4,4,3,5,3,4,5,3,4,5,3,5,1,4,4,3,3,7,7,5,5,6,6,6,3,5,4,5,5,4,4,5,6,5,5,5,5,5,5,2,3,3,3,5,3,5,5,3,4,4,4,3,3,5,4,4,4,4,3,3,6,6,6,5,6,5,2,5,5,3,5,2,2,18,european,undecided,15,2,2,2,1,1,49.264007568359,-122.93690490723,-1,
R_vqufG5ALtkFGN4l,Default Response Set,Anonymous,,,184.151.231.11,0,2017-10-26 14:35:47,2017-10-26 14:35:57,0,33550,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1QlUAl3hzl31aIq,Default Response Set,Anonymous,,,24.86.87.144,0,2017-10-26 17:49:50,2017-10-26 17:50:11,0,51741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3m4TAKfnvlCEJnf,Default Response Set,Anonymous,,,50.67.58.134,0,2017-11-03 11:37:58,2017-11-03 11:52:14,1,1075,1,64,1,6,6,4,3,5,3,3,4,1,5,4,4,2,2,6,2,4,4,2,4,6,2,2,5,4,3,4,4,5,2,6,6,6,4,2,6,3,1,2,1,2,2,2,6,5,2,5,6,5,3,1,1,2,1,2,7,7,6,5,3,7,3,3,4,6,4,3,2,2,2,6,4,4,6,6,5,6,2,2,5,2,6,3,5,5,4,5,4,5,4,3,4,4,4,4,4,4,4,5,6,5,3,3,3,4,4,4,3,5,4,2,19,South Asian,Health Science ,9,2,2,2,1,1,49.189407348633,-122.84539794922,-1,
R_2WSdVKfKSJnzrtx,Default Response Set,Anonymous,,,96.48.232.237,0,2017-11-03 11:53:54,2017-11-03 12:01:34,1,5858,1,60,1,5,5,3,3,4,3,3,5,2,5,5,4,2,2,3,3,5,4,3,2,5,4,3,3,3,4,4,5,5,2,6,6,6,2,2,4,6,6,5,5,5,4,6,5,6,6,6,2,2,5,1,2,4,4,4,5,3,5,5,3,4,5,5,5,6,5,3,6,5,6,5,6,5,5,5,5,5,2,3,5,2,2,3,4,4,3,4,2,5,3,2,4,2,3,4,3,3,3,3,3,2,2,3,3,5,5,6,5,1,1,2,18,white,crim,10,2,2,1,1,1,49.264999389648,-122.87159729004,-1,
R_2AMfOdJIQNFmioB,Default Response Set,Anonymous,,,96.49.90.109,0,2017-11-04 01:24:14,2017-11-04 01:33:46,1,94241,1,60,1,5,5,4,3,4,6,5,4,3,6,5,2,4,4,5,3,6,5,3,5,5,4,3,4,4,5,5,4,5,2,5,6,5,6,2,4,4,2,4,2,4,3,4,4,4,4,4,4,4,4,1,3,3,4,4,5,6,4,4,5,3,6,3,5,4,5,6,4,5,5,5,5,2,4,3,2,4,2,3,2,2,3,2,4,3,3,4,2,3,4,4,4,4,4,4,3,4,3,5,6,4,4,5,6,4,6,4,6,4,4,2,19,Italian,Psychology,8,4,4,4,4,1,49.236602783203,-122.85209655762,-1,
R_3JKJMPoAzcSjViN,Default Response Set,Anonymous,,,174.7.61.19,0,2017-11-05 16:53:17,2017-11-05 17:06:05,1,88068,1,90,1,6,2,2,3,4,2,5,2,1,6,3,2,2,2,5,1,3,2,6,2,2,5,3,5,2,2,2,2,6,2,5,3,6,2,2,6,6,4,6,4,3,6,5,6,6,6,5,5,4,5,1,3,4,4,4,7,5,6,4,6,6,5,6,6,3,5,6,2,6,5,5,6,5,5,5,2,2,2,2,3,2,6,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,3,5,5,5,2,5,2,2,6,2,2,3,4,2,20,Dutch,general social science,15,2,1,3,1,1,49.264007568359,-122.93690490723,-1,
R_2EFbC4CjqPtdk0g,Default Response Set,Anonymous,,,207.23.160.9,0,2017-11-07 10:44:09,2017-11-07 10:52:51,1,72260,1,71,1,5,3,3,6,4,1,4,5,3,5,4,4,4,2,5,3,3,5,2,3,5,3,2,3,4,4,5,4,3,2,5,5,5,4,3,4,4,5,3,4,5,3,3,5,5,3,5,5,5,4,1,2,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,3,5,5,3,5,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,5,4,3,4,3,3,5,4,5,3,4,2,18,Caucasian,Criminology ,15,2,2,2,1,1,49.264007568359,-122.93690490723,-1,
R_1zx1cbRy98KSxm9,Default Response Set,Anonymous,,,70.79.91.18,0,2017-11-07 10:50:47,2017-11-07 11:03:06,1,14968,1,70,1,6,5,5,3,5,3,3,6,3,5,3,3,2,2,6,2,5,5,3,3,5,3,5,3,3,2,5,5,3,3,6,6,6,2,2,5,6,5,5,3,3,5,5,5,6,5,5,3,3,5,1,4,4,4,4,5,6,6,5,5,5,5,4,5,4,5,5,3,4,4,6,6,5,6,6,3,3,3,3,5,2,7,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,3,3,2,2,3,2,4,5,4,4,3,5,2,19,Canadian,Criminology (minor in psychology),15,2,2,2,1,1,49.35969543457,-123.03770446777,-1,
R_3plIsW16HJpQql3,Default Response Set,Anonymous,,,207.23.199.78,0,2017-11-07 12:08:52,2017-11-07 12:42:49,1,41426,1,71,1,5,6,2,1,3,1,3,4,1,7,1,4,1,1,6,5,2,1,6,2,5,1,1,1,1,1,4,1,4,1,7,7,7,2,1,1,2,1,1,1,6,1,1,1,4,1,7,7,6,1,1,3,3,5,4,7,6,4,2,6,5,6,6,4,7,4,4,1,5,4,4,2,2,4,4,5,5,1,1,1,1,5,2,4,3,2,4,4,4,2,2,3,3,4,4,4,3,3,4,5,4,2,3,2,6,7,4,3,4,2,2,18,White Canadian,Psychology,7,1,1,1,1,1,49.264007568359,-122.93690490723,-1,
R_2Pp5pPQM6X5dDxx,Default Response Set,Anonymous,,,24.114.44.221,0,2017-11-07 15:26:02,2017-11-07 15:43:09,1,16203,1,60,1,4,6,4,2,6,4,3,4,2,6,6,4,4,4,6,4,3,2,4,2,4,2,4,2,2,2,2,3,5,2,6,5,6,4,2,5,2,4,3,4,5,2,6,5,5,5,5,5,6,3,1,2,4,4,4,5,7,7,3,5,6,6,4,5,4,5,5,1,4,4,5,3,5,4,5,6,4,2,3,5,2,6,4,3,4,4,4,4,4,4,4,2,4,3,3,4,4,4,6,5,5,5,3,3,3,4,4,4,4,3,2,19,East Asian,Criminology ,7,3,3,3,1,1,49.25,-123.13330078125,-1,
R_szlP5djXDIFzaJb,Default Response Set,Anonymous,,,174.1.100.12,0,2017-11-07 18:57:14,2017-11-07 19:12:20,1,66637,1,88,1,6,4,5,2,3,6,2,6,2,5,3,4,2,2,5,2,4,5,2,1,5,3,2,3,2,5,2,5,5,2,5,5,6,3,2,5,6,3,2,3,4,3,4,6,6,3,5,6,5,4,1,3,5,4,4,6,6,5,5,5,6,6,2,5,6,4,3,2,4,5,5,6,6,5,4,3,2,3,4,6,2,5,2,3,2,4,5,4,5,4,4,4,4,4,4,3,3,3,5,2,5,5,6,6,4,6,5,2,3,4,2,20,Canadian,Psychology,14,8,8,8,1,1,49.0791015625,-122.7552947998,-1,
R_W8QL2z2Kt8nvz4l,Default Response Set,Anonymous,,,50.98.153.193,0,2017-11-07 19:35:20,2017-11-07 19:43:41,1,33748,1,33,1,5,5,2,3,3,5,2,2,2,5,3,4,2,2,5,3,5,2,5,2,5,3,1,3,2,2,3,2,5,2,6,6,6,3,2,,,,,2,,,,,,,,,,,1,3,3,3,4,5,5,5,4,5,5,6,5,4,6,5,6,2,5,4,,,,,,,,,,,,,4,4,5,4,4,3,5,3,4,4,4,4,3,3,3,3,5,5,5,3,6,3,,,,,,,2,18,Caucasian,Behavioural Neuroscience,,2,2,2,1,1,49.274002075195,-122.76490020752,-1,
R_1flQBgJzB8Q7oVU,Default Response Set,Anonymous,,,23.16.207.89,0,2017-11-07 21:12:22,2017-11-07 21:22:25,1,24088,1,50,1,5,6,2,2,4,3,2,2,2,5,2,2,2,2,5,5,3,4,2,3,4,2,1,3,2,4,3,3,3,2,5,4,4,3,3,3,4,2,3,2,3,2,5,2,5,5,4,4,4,3,1,3,3,2,3,6,7,5,6,4,3,3,4,5,4,7,2,1,2,3,5,3,5,5,5,4,4,2,4,4,3,5,1,3,3,1,5,3,2,5,5,5,5,3,3,3,3,3,5,4,6,5,5,5,3,5,4,4,2,4,1,18,Chinese,Criminology,5,2,3,3,2,1,49.280700683594,-123.03970336914,-1,
R_2dFjddBW4fHGOpP,Default Response Set,Anonymous,,,108.180.24.172,0,2017-11-07 22:07:53,2017-11-07 22:42:01,1,99142,1,75,1,5,6,3,3,4,1,3,3,2,4,2,2,2,2,6,2,4,4,1,2,5,3,1,2,2,5,6,3,5,1,6,5,5,4,1,3,5,3,4,4,6,3,4,5,6,4,5,5,3,5,1,2,3,5,4,5,7,5,5,6,5,5,5,7,5,6,5,1,2,4,6,5,6,6,4,6,5,2,6,5,1,6,4,4,4,4,4,4,3,5,5,5,5,4,4,4,4,4,6,4,5,2,4,5,4,6,2,7,2,4,2,18,filipino,psychology,10,6,5,4,2,1,49.141006469727,-122.85690307617,-1,
R_vjkvcQCjjnH8CwF,Default Response Set,Anonymous,,,207.23.186.216,0,2017-11-07 23:15:44,2017-11-07 23:20:51,1,84763,1,50,1,4,3,5,3,5,3,3,5,2,6,2,2,6,6,5,5,5,3,3,7,2,2,2,5,5,3,3,6,6,3,2,2,3,6,6,5,3,5,4,4,4,4,4,5,4,5,4,4,4,2,1,3,4,3,4,6,5,6,6,6,6,6,6,7,6,6,7,6,6,6,3,5,3,4,3,4,4,5,3,4,4,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,2,3,3,3,3,1,2,3,5,4,5,3,5,4,2,18 ,caucasian ,Health Science ,1,1,6,5,2,2,49.264007568359,-122.93690490723,-1,
R_1hRaWaPhv1M9nQw,Default Response Set,Anonymous,,,207.23.195.109,0,2017-11-02 00:58:09,2017-11-02 01:04:45,0,54937,1,0,1,6,6,4,3,4,4,2,5,2,6,4,4,2,3,4,3,4,4,5,3,4,2,1,1,2,2,4,2,4,2,4,5,5,3,2,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,1,3,3,3,3,7,7,3,7,5,5,6,5,5,6,5,5,1,5,1,5,5,4,6,4,6,3,2,4,2,1,5,3,4,5,5,5,4,5,4,5,5,5,5,4,3,4,3,2,2,1,1,2,1,6,5,4,4,1,5,2,21,Biracial,Criminology,,2,2,3,1,,,,-1,
R_3KC5BbexxlmV9gn,Default Response Set,Anonymous,,,66.97.182.108,0,2017-11-10 14:25:24,2017-11-10 14:37:15,1,42506,1,41,1,4,6,3,3,5,3,2,3,2,5,2,3,2,2,6,2,4,3,2,2,5,1,5,3,1,2,5,3,2,1,5,5,4,3,3,5,2,2,2,1,6,2,2,5,3,3,6,5,6,3,1,2,3,3,4,5,3,4,3,6,5,6,3,5,7,2,7,2,2,2,5,4,5,6,7,6,4,1,2,2,2,5,5,2,5,3,4,4,4,2,2,2,2,2,3,3,2,3,4,2,2,2,2,2,2,6,3,6,2,4,2,19,Caucasian,Communications,9,3,3,4,1,1,48.479293823242,-123.52709960938,-1,
R_1GxnGYQ5Hhp8NbL,Default Response Set,Anonymous,,,174.6.153.114,0,2017-11-10 15:25:05,2017-11-10 15:34:38,1,90507,1,76,1,5,5,3,3,5,3,4,3,3,5,3,3,3,3,4,4,3,3,3,3,5,5,3,4,3,3,5,3,5,3,5,4,5,3,2,5,6,3,5,3,4,5,5,6,6,5,5,5,5,5,1,3,4,4,4,7,6,5,6,6,3,6,5,5,5,6,4,2,4,6,5,5,5,6,5,5,5,4,3,3,4,5,3,3,4,3,4,4,4,4,4,4,4,5,4,4,3,3,6,6,6,3,6,6,3,6,5,3,2,2,2,19,Chinese,Business,8,8,8,8,4,1,49.169998168945,-123.13679504395,-1,
R_2f8p6iOez15uQpv,Default Response Set,Anonymous,,,162.156.12.153,0,2017-11-10 15:07:48,2017-11-10 15:37:29,1,7971,1,88,1,6,4,5,5,4,4,3,5,4,5,2,3,4,2,5,3,4,4,2,3,6,4,1,4,2,3,5,5,5,2,5,6,6,4,2,7,6,6,3,4,4,5,5,6,7,3,4,2,4,6,1,3,2,2,3,7,7,4,5,5,4,4,5,5,4,6,4,2,3,5,5,5,4,4,4,6,4,3,3,2,1,6,3,4,4,2,3,4,4,3,3,3,3,3,4,4,3,3,6,5,6,6,5,2,6,7,4,4,4,4,2,20,caucasian,visual arts,1,8,8,9,4,1,49.247802734375,-122.99380493164,-1,
R_29tTPmprONE9tE3,Default Response Set,Anonymous,,,24.87.137.16,0,2017-11-13 14:34:07,2017-11-13 14:56:10,1,94052,1,25,1,5,3,5,3,4,3,3,4,4,4,4,3,3,4,3,3,3,5,3,4,4,4,3,5,4,3,5,4,5,4,5,5,6,3,1,4,4,5,3,5,5,5,4,5,5,5,5,5,5,5,1,3,4,3,3,5,4,4,5,5,6,5,5,5,5,4,3,3,4,4,4,5,5,5,5,5,5,4,4,4,3,5,2,4,3,5,4,4,4,4,4,4,5,5,4,4,4,3,6,5,5,2,6,6,5,5,4,4,4,3,2,20,chinese,criminology,14,6,6,6,2,1,49.234405517578,-123.1450958252,-1,
R_3GwGPbwCc6yMUcz,Default Response Set,Anonymous,,,173.180.78.150,0,2017-11-12 19:22:51,2017-11-13 18:06:35,1,36335,1,72,1,5,5,5,3,5,3,3,5,3,5,5,3,3,2,5,2,4,5,2,5,6,3,5,3,3,2,5,5,5,3,5,5,5,3,2,6,5,5,5,5,5,3,3,5,5,3,3,3,3,5,1,3,3,4,4,7,7,7,7,5,6,5,5,5,4,5,4,2,5,7,6,6,6,6,6,6,4,4,6,5,3,6,3,4,4,5,5,4,3,5,5,5,5,5,4,4,4,4,6,6,6,4,6,6,5,6,4,4,2,2,2,17,White,Communications,15,3,3,4,1,1,49.264999389648,-122.87159729004,-1,
R_3FP5LnP1TU5p9DP,Default Response Set,Anonymous,,,70.79.91.18,0,2017-11-07 11:03:25,2017-11-07 11:03:42,0,14968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_b9g4aTdgzSQYXJv,Default Response Set,Anonymous,,,142.58.41.196,0,2017-11-14 15:23:44,2017-11-14 17:18:02,1,TEST,1,66,1,4,3,5,3,3,3,3,3,5,5,3,3,3,4,3,3,4,4,3,3,3,4,5,5,4,4,5,4,4,4,4,3,4,5,5,3,4,4,3,4,3,3,3,4,5,3,5,4,4,3,1,3,2,3,2,4,4,4,3,4,5,4,5,5,5,4,5,4,5,4,3,3,3,4,4,3,4,3,3,4,3,3,3,3,3,3,2,2,2,2,2,3,3,3,2,3,3,2,4,4,4,4,3,3,4,5,5,3,4,5,1,5,Asian,Psychology,1,4,2,1,1,1,49.264007568359,-122.93690490723,-1,
R_1FewIeVRbSyiSr7,Default Response Set,Anonymous,,,50.98.153.193,0,2017-11-07 19:43:45,2017-11-07 19:44:03,0,33748,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1hGzSvCIcuEq1ED,Default Response Set,Anonymous,,,208.110.116.166,0,2017-11-15 09:32:20,2017-11-15 09:42:42,1,39581,1,61,1,7,1,1,1,4,1,1,1,1,6,1,4,1,1,6,1,1,1,1,1,4,1,1,1,1,1,4,1,2,1,7,7,7,1,1,5,5,3,3,2,2,5,5,5,5,2,5,3,3,5,1,2,4,4,4,7,6,6,7,7,7,7,7,6,7,5,7,5,6,6,6,3,1,5,5,5,5,1,1,1,1,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,3,1,1,1,1,1,5,1,7,1,4,2,26,Caucasian,Criminology,1,1,1,1,1,1,49.255905151367,-123.13220214844,-1,
R_2E6qOZcOKNAkBdW,Default Response Set,Anonymous,,,70.71.138.151,0,2017-11-15 09:45:19,2017-11-15 09:57:43,1,56830,1,40,1,3,3,3,5,5,6,3,5,5,6,3,2,3,2,6,4,6,3,3,5,5,2,2,5,3,6,2,3,3,2,4,4,5,6,5,2,2,2,2,2,5,3,2,2,3,2,5,5,2,2,1,4,4,4,4,4,5,4,5,4,4,3,4,3,3,5,4,4,3,4,5,5,5,5,5,5,3,2,2,4,2,5,3,2,3,3,3,3,2,4,4,4,4,3,4,4,4,4,6,7,6,6,4,6,2,7,2,7,1,1,2,18,Fijian/Muslim,Criminology,12,2,3,3,1,1,49.0791015625,-122.7552947998,-1,
R_2Ppcl0S4AKb8DX4,Default Response Set,Anonymous,,,24.80.150.84,0,2017-11-15 10:03:48,2017-11-15 10:21:08,1,57330,1,70,1,6,2,5,3,5,5,2,5,2,5,5,3,4,2,7,5,3,5,5,5,6,4,2,5,3,5,6,5,7,1,6,5,6,2,6,5,6,1,2,2,5,5,3,5,7,2,6,6,5,3,1,2,5,3,4,7,6,6,5,3,2,4,4,5,7,4,7,1,2,5,4,4,5,5,4,4,6,3,5,7,1,5,3,4,4,1,5,4,5,5,3,4,4,5,4,3,2,2,7,5,7,1,6,7,4,5,2,5,3,4,2,17,indo-canadian,psychology ,12,2,1,2,1,1,49.227203369141,-122.95739746094,-1,
R_2aICYOe1m1EhGwM,Default Response Set,Anonymous,,,142.58.132.225,0,2017-11-15 10:27:47,2017-11-15 10:39:20,1,12250,1,90,1,6,4,3,5,6,4,3,4,3,5,2,2,2,2,5,2,4,3,3,3,5,2,2,4,3,3,4,4,7,2,7,7,7,2,1,6,5,4,2,2,5,3,4,7,5,5,6,6,4,5,1,2,2,2,2,7,7,6,7,6,5,6,4,6,4,6,5,5,5,6,5,7,7,7,5,5,4,2,4,3,2,7,3,4,4,4,4,4,1,5,4,5,5,5,4,4,3,3,6,5,2,2,5,5,4,7,4,7,4,4,2,18,"Filipino, Chinese",Kinesiology ,7,8,8,8,4,1,49.264007568359,-122.93690490723,-1,
R_1NxF0llDhxBkgVr,Default Response Set,Anonymous,,,142.58.213.149,0,2017-11-15 10:22:41,2017-11-15 10:56:55,1,78426,1,70,1,6,6,2,3,7,5,4,2,2,5,2,3,4,2,5,4,6,3,4,2,6,1,4,7,1,5,6,3,5,2,6,5,5,5,2,3,7,2,2,3,5,7,1,2,6,7,5,5,4,1,1,4,5,3,4,7,7,5,5,5,2,6,5,5,7,7,5,1,6,5,7,6,4,6,4,6,2,5,2,3,2,5,4,5,4,5,3,3,4,5,4,5,5,4,3,3,2,2,5,3,2,2,5,5,2,2,7,1,1,3,1,18,Chinese,Chemistry,4,3,2,2,1,1,49.264007568359,-122.93690490723,-1,
R_3isV5REzpMhcoQF,Default Response Set,Anonymous,,,207.23.186.174,0,2017-11-15 11:24:12,2017-11-15 12:12:27,1,24690,1,70,1,6,5,5,3,5,2,2,6,5,4,2,4,2,2,5,3,4,3,4,4,6,5,4,6,5,2,4,5,6,2,5,6,5,4,2,5,5,2,2,2,2,2,6,6,5,5,4,5,5,5,1,4,4,3,4,5,6,5,6,5,5,5,3,3,6,6,4,2,2,1,4,5,5,6,6,5,2,1,5,5,3,6,3,4,5,3,5,4,5,4,2,5,4,4,3,2,3,1,6,5,3,2,4,3,5,6,3,2,4,4,2,17,caucasian ,undecided ,10,3,3,5,1,1,49.264007568359,-122.93690490723,-1,
R_OrkmfO6fZ5X4uOd,Default Response Set,Anonymous,,,207.23.188.180,0,2017-11-08 12:12:17,2017-11-08 12:19:08,0,69911,1,81,1,6,5,5,3,6,3,3,5,2,5,5,3,3,5,4,5,5,3,3,5,5,3,3,2,2,2,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,1,21,Vietnamese ,Cognitive science ,5,4,4,4,4,,,,-1,
R_3R2VLdhdvEP3aig,Default Response Set,Anonymous,,,66.183.98.251,0,2017-11-15 13:18:09,2017-11-15 13:31:15,1,12812,1,92,1,2,6,5,2,6,1,3,6,2,5,2,3,2,2,7,3,2,2,2,2,3,2,1,3,2,1,6,3,5,1,6,7,6,2,1,6,5,5,3,3,4,5,2,6,6,3,6,5,5,6,1,2,3,4,3,7,6,5,5,6,6,5,4,5,7,4,4,3,3,5,5,6,5,5,3,5,2,2,3,5,3,6,4,3,5,5,4,4,5,2,3,4,2,3,4,4,4,4,5,5,3,1,3,3,6,6,2,5,2,4,2,19,Mixed-Black and White,Faculty of Education,1,2,1,2,1,1,49.232696533203,-123.09170532227,-1,
